Proventos;Código ISIN;Deliberado em;Negócios com até;% / Fator de Grupamento;Ativo Emitido;Observações;cvmCode
DESDOBRAMENTO;BRITLCBDR005;28/10/2020;28/10/2020;500.0;BRITLCBDR005;;50164
CIS RED CAP;BRIBMBBDR003;12/10/2021;25/10/2021;100.0;BRIBMBBDR003;;50342
CIS RED CAP;BRIBMBBDR003;12/10/2021;25/10/2021;20.0;BRK2YNBDR002;;50342
CIS RED CAP;BRI1PCBDR009;23/08/2021;30/09/2021;100.0;BRI1PCBDR009;;53090
CIS RED CAP;BRI1PCBDR009;28/08/2021;30/09/2021;9.0;BRS52CBDR000;;53090
DESDOBRAMENTO;BRI1SRBDR001;05/08/2021;04/10/2021;200.0;BRI1SRBDR001;;55573
DESDOBRAMENTO;BRBIXNBDR005;21/06/2021;16/07/2021;500.0;BRBIXNBDR005;;79332
DESDOBRAMENTO;BRBIAUBDR008;26/05/2021;27/05/2021;100.0;BRBIAUBDR008;;79006
GRUPAMENTO;BRBIAUBDR008;21/05/2021;21/05/2021;0.5;BRBIAUBDR008;;79006
DESDOBRAMENTO;BRBIHIBDR008;21/06/2021;16/07/2021;500.0;BRBIHIBDR008;;79529
DESDOBRAMENTO;BRBAERBDR003;04/12/2020;04/12/2020;100.0;BRBAERBDR003;;79138
DESDOBRAMENTO;BRBIYFBDR009;04/12/2020;04/12/2020;100.0;BRBIYFBDR009;;79219
DESDOBRAMENTO;BRBIYWBDR004;04/12/2020;04/12/2020;300.0;BRBIYWBDR004;;79197
DESDOBRAMENTO;BRJNJBBDR002;26/01/2021;26/01/2021;1400.0;BRJNJBBDR002;;50350
DESDOBRAMENTO;BRJPMCBDR009;21/10/2020;21/10/2020;400.0;BRJPMCBDR009;;50571
BONIFICACAO;BRPHGNBDR002;07/07/2020;07/07/2020;2.0285;BRPHGNBDR002;;52566
DESDOBRAMENTO;BRMSCDBDR006;25/01/2021;08/02/2021;3000.0;BRMSCDBDR006;;50253
DESDOBRAMENTO;BRM1KCBDR004;17/11/2020;30/11/2020;100.0;BRM1KCBDR004;;55654
DESDOBRAMENTO;BRMCDCBDR000;21/10/2020;21/10/2020;400.0;BRMCDCBDR000;;50075
DESDOBRAMENTO;BRMELIBDR006;21/10/2020;21/10/2020;1100.0;BRMELIBDR006;;51969
CIS RED CAP;BRMRCKBDR003;02/06/2021;02/06/2021;100.0;BRMRCKBDR003;;50148
CIS RED CAP;BRMRCKBDR003;02/06/2021;02/06/2021;1.25;BRO3COBDR000;;50148
DESDOBRAMENTO;BRMRCKBDR003;28/10/2020;28/10/2020;700.0;BRMRCKBDR003;;50148
CIS RED CAP;BRMETBBDR004;06/07/2017;19/07/2017;9.090909;BRBHFWBDR005;;50881
CIS RED CAP;BRMETBBDR004;06/07/2017;19/07/2017;100.0;BRMETBBDR004;;50881
DESDOBRAMENTO;BRM1CHBDR000;25/08/2021;11/10/2021;100.0;BRM1CHBDR000;;53210
DESDOBRAMENTO;BRMSFTBDR005;21/10/2020;21/10/2020;2300.0;BRMSFTBDR005;;50156
DESDOBRAMENTO;BRM1NSBDR004;16/09/2020;16/09/2020;700.0;BRM1NSBDR004;;54089
DESDOBRAMENTO;BRMSBRBDR008;26/01/2021;26/01/2021;400.0;BRMSBRBDR008;;50644
DESDOBRAMENTO;BRNETEBDR006;23/09/2020;01/10/2020;400.0;BRNETEBDR006;;52418
DESDOBRAMENTO;BRNFLXBDR000;21/10/2020;21/10/2020;4900.0;BRNFLXBDR000;;50458
BONIFICACAO;BRNFLXBDR000;24/06/2015;14/07/2015;600.0;BRNFLXBDR000;;50458
GRUPAMENTO;BRE1DUBDR001;05/04/2022;08/04/2022;0.1;BRE1DUBDR001;;56677
DESDOBRAMENTO;BRE1DUBDR001;11/03/2021;11/03/2021;900.0;BRE1DUBDR001;;56677
DESDOBRAMENTO;BRNEXTBDR006;14/09/2020;26/10/2020;300.0;BRNEXTBDR006;;51993
DESDOBRAMENTO;BRNIKEBDR006;25/01/2021;08/02/2021;900.0;BRNIKEBDR006;;50270
DESDOBRAMENTO;BRNVDCBDR008;07/06/2021;19/07/2021;300.0;BRNVDCBDR008;;52019
RESG TOTAL RV;BROXYPR01M10;11/08/2020;11/08/2020;100.0;;;52027
BONIFICACAO;BROXYPBDR000;26/06/2020;06/07/2020;6.25;BROXYPR01M10;;52027
DESDOBRAMENTO;BRORCLBDR007;25/01/2021;08/02/2021;500.0;BRORCLBDR007;;50288
DESDOBRAMENTO;BRPYPLBDR002;28/10/2020;28/10/2020;900.0;BRPYPLBDR002;;52043
RESG TOTAL RV;BRPYPLBDR002;31/07/2015;22/04/2019;100.0;;;52043
DESDOBRAMENTO;BRPEPBBDR005;26/01/2021;26/01/2021;1400.0;BRPEPBBDR005;;50377
CIS RED CAP;BRPFIZBDR006;16/11/2020;16/11/2020;100.0;BRPFIZBDR006;;50040
CIS RED CAP;BRPFIZBDR006;16/11/2020;16/11/2020;3.102;BRV1TRBDR002;;50040
DESDOBRAMENTO;BRPFIZBDR006;28/10/2020;28/10/2020;300.0;BRPFIZBDR006;;50040
GRUPAMENTO;BRPPLABDR002;14/02/2020;17/03/2020;0.03333333334;BRPPLABDR002;;80152
GRUPAMENTO;BRPPLABDR010;14/02/2020;17/03/2020;0.03333333334;BRPPLABDR010;;80152
GRUPAMENTO;BRPPLAUNT007;14/02/2020;17/03/2020;0.03333333334;BRPPLAUNT007;;80152
DESDOBRAMENTO;BRPGCOBDR001;28/10/2020;28/10/2020;1300.0;BRPGCOBDR001;;50199
CIS RED CAP;BRP1UKBDR003;06/08/2021;17/09/2021;100.0;BRP1UKBDR003;;56960
CIS RED CAP;BRP1UKBDR003;06/08/2021;17/09/2021;1.25;BRJ12FBDR006;;56960
DESDOBRAMENTO;BRQCOMBDR007;28/10/2020;28/10/2020;1100.0;BRQCOMBDR007;;50415
DESDOBRAMENTO;BRR1JFBDR004;25/08/2021;21/09/2021;50.0;BRR1JFBDR004;;55069
DESDOBRAMENTO;BRRYTTBDR003;25/01/2021;08/02/2021;500.0;BRRYTTBDR003;;50776
CIS RED CAP;BRR1INBDR000;01/11/2021;12/11/2021;100.0;BRR1INBDR000;;55077
CIS RED CAP;BRR1INBDR000;01/11/2021;12/11/2021;5.0;BRO2RIBDR002;;55077
DESDOBRAMENTO;BRR1OLBDR002;10/12/2020;10/12/2020;50.0;BRR1OLBDR002;;55093
DESDOBRAMENTO;BRSSFOBDR003;21/10/2020;21/10/2020;1000.0;BRSSFOBDR003;;51195
DESDOBRAMENTO;BRSLBGBDR003;25/01/2021;08/02/2021;100.0;BRSLBGBDR003;;50296
GRUPAMENTO;BRS1KMBDR007;01/12/2021;01/12/2021;0.6073625;BRS1KMBDR007;;57010
CIS RED CAP;BRS1KMBDR007;17/08/2021;29/11/2021;100.0;BRS1KMBDR007;;57010
CIS RED CAP;BRS1KMBDR007;17/08/2021;29/11/2021;5.4533;BRS2QRBDR001;;57010
GRUPAMENTO;BRS1LGBDR007;14/12/2021;21/01/2022;0.97030855;BRS1LGBDR007;;55808
DESDOBRAMENTO;BRSBUBBDR005;18/03/2015;08/04/2015;100.0;BRSBUBBDR005;;50610
DESDOBRAMENTO;BRTSMCBDR002;28/10/2020;28/10/2020;700.0;BRTSMCBDR002;;52531
CIS RED CAP;BRT1ECBDR000;23/02/2021;23/02/2021;100.0;BRT1ECBDR000;;53805
CIS RED CAP;BRT1ECBDR000;23/02/2021;23/02/2021;20.0;BRT1ENBDR007;;53805
DESDOBRAMENTO;BRTSLABDR008;21/10/2020;21/10/2020;700.0;BRTSLABDR008;;51403
DESDOBRAMENTO;BRTEXABDR003;26/01/2021;26/01/2021;1400.0;BRTEXABDR003;;50954
DESDOBRAMENTO;BRSCHWBDR006;28/10/2020;28/10/2020;300.0;BRSCHWBDR006;;51209
DESDOBRAMENTO;BRCOCABDR002;25/01/2021;08/02/2021;500.0;BRCOCABDR002;;50229
DESDOBRAMENTO;BRHOMEBDR002;21/10/2020;21/10/2020;1300.0;BRHOMEBDR002;;50563
DESDOBRAMENTO;BRKHCBBDR007;26/01/2021;26/01/2021;300.0;BRKHCBBDR007;;51063
DESDOBRAMENTO;BRS1HWBDR002;31/03/2021;31/03/2021;200.0;BRS1HWBDR002;;55867
DESDOBRAMENTO;BRT2TDBDR004;10/05/2021;16/06/2021;900.0;BRT2TDBDR004;;57355
DESDOBRAMENTO;BRDISBBDR006;26/01/2021;26/01/2021;1400.0;BRDISBBDR006;;50393
DESDOBRAMENTO;BRTMOSBDR007;21/10/2020;21/10/2020;1100.0;BRTMOSBDR007;;51233
DESDOBRAMENTO;BRUSBCBDR003;25/01/2021;08/02/2021;300.0;BRUSBCBDR003;;50784
DESDOBRAMENTO;BRU1BEBDR009;28/10/2020;28/10/2020;300.0;BRU1BEBDR009;;53430
DESDOBRAMENTO;BRU1LTBDR006;28/10/2020;28/10/2020;100.0;BRU1LTBDR006;;55883
DESDOBRAMENTO;BRUPSSBDR009;28/10/2020;28/10/2020;300.0;BRUPSSBDR009;;50598
DESDOBRAMENTO;BRUNHHBDR000;21/10/2020;21/10/2020;600.0;BRUNHHBDR000;;52175
DESDOBRAMENTO;BRVERZBDR008;28/10/2020;28/10/2020;500.0;BRVERZBDR008;;50423
DESDOBRAMENTO;BRVISABDR000;26/01/2021;26/01/2021;1900.0;BRVISABDR000;;50385
DESDOBRAMENTO;BRWALMBDR005;21/10/2020;21/10/2020;300.0;BRWALMBDR005;;50067
DESDOBRAMENTO;BRWFCOBDR009;28/10/2020;28/10/2020;300.0;BRWFCOBDR009;;50130
DESDOBRAMENTO;BRW1RBBDR009;25/02/2022;23/03/2022;50.0;BRW1RBBDR009;;56430
DESDOBRAMENTO;BRG1WWBDR005;21/10/2020;21/10/2020;700.0;BRG1WWBDR005;;55948
GRUPAMENTO;BRXRXBBDR005;23/05/2017;13/06/2017;0.25;BRXRXBBDR005;;50601
CIS RED CAP;BRXRXBBDR005;08/11/2016;15/12/2016;20.0;BRCNDTBDR002;;50601
CIS RED CAP;BRXRXBBDR005;08/11/2016;15/12/2016;100.0;BRXRXBBDR005;;50601
CIS RED CAP;BRZ1BHBDR007;07/02/2022;25/02/2022;100.0;BRZ1BHBDR007;;55212
CIS RED CAP;BRZ1BHBDR007;07/02/2022;25/02/2022;2.5;BRW8RTBDR006;;55212
INCORPORACAO;BRZ2NGBDR002;20/05/2022;27/05/2022;16.24;BRT1TWBDR006;;57371
