Proventos;Código ISIN;Deliberado em;Negócios com até;% / Fator de Grupamento;Ativo Emitido;Observações;cvmCode
DESDOBRAMENTO;BRMYPKACNOR7;27/04/2010;27/04/2010;100.0;BRMYPKACNOR7;;11932
GRUPAMENTO;BRMYPKACNOR7;21/03/2005;22/04/2005;0.02;BRMYPKACNOR7;;11932
GRUPAMENTO;BRMYPKACNPR4;21/03/2005;22/04/2005;0.02;BRMYPKACNPR4;;11932
CIS RED CAP;BRMYPKACNOR7;18/12/2000;18/12/2000;100.0;BRRFPRACNOR0;;11932
CIS RED CAP;BRMYPKACNOR7;18/12/2000;18/12/2000;100.0;BRMYPKACNOR7;;11932
CIS RED CAP;BRMYPKACNPR4;18/12/2000;18/12/2000;100.0;BRRFPRACNPA3;;11932
CIS RED CAP;BRMYPKACNPR4;18/12/2000;18/12/2000;100.0;BRMYPKACNPR4;;11932
DESDOBRAMENTO;BRRANIACNOR5;19/04/2012;19/04/2012;1900.0;BRRANIACNOR5;;2429
DESDOBRAMENTO;BRRANIACNPR2;19/04/2012;19/04/2012;1900.0;BRRANIACNPR2;;2429
GRUPAMENTO;BRRANIACNOR5;29/03/2005;27/05/2005;0.05;BRRANIACNOR5;;2429
GRUPAMENTO;BRRANIACNPR2;29/03/2005;27/05/2005;0.05;BRRANIACNPR2;;2429
BONIFICACAO;BRRANIACPOR0;31/10/1989;01/11/1989;1000.0;BRRANIACPOR0;;2429
BONIFICACAO;BRRANIACPPR7;31/10/1989;01/11/1989;1000.0;BRRANIACPPR7;;2429
DESDOBRAMENTO;BRIRBRACNOR4;19/09/2019;25/09/2019;200.0;BRIRBRACNOR4;;24180
DESDOBRAMENTO;BRBIXNBDR005;21/06/2021;16/07/2021;500.0;BRBIXNBDR005;;79332
DESDOBRAMENTO;BRBIAUBDR008;26/05/2021;27/05/2021;100.0;BRBIAUBDR008;;79006
GRUPAMENTO;BRBIAUBDR008;21/05/2021;21/05/2021;0.5;BRBIAUBDR008;;79006
DESDOBRAMENTO;BRBIHIBDR008;21/06/2021;16/07/2021;500.0;BRBIHIBDR008;;79529
DESDOBRAMENTO;BRBAERBDR003;04/12/2020;04/12/2020;100.0;BRBAERBDR003;;79138
DESDOBRAMENTO;BRBIYFBDR009;04/12/2020;04/12/2020;100.0;BRBIYFBDR009;;79219
DESDOBRAMENTO;BRBIYWBDR004;04/12/2020;04/12/2020;300.0;BRBIYWBDR004;;79197
CIS RED CAP;BRITUBACNOR4;31/01/2021;01/10/2021;100.0;BRXPARACNOR9;;19348
CIS RED CAP;BRITUBACNOR4;31/01/2021;01/10/2021;100.0;BRITUBACNOR4;;19348
CIS RED CAP;BRITUBACNPR1;31/01/2021;01/10/2021;100.0;BRXPARACNPR6;;19348
CIS RED CAP;BRITUBACNPR1;31/01/2021;01/10/2021;100.0;BRITUBACNPR1;;19348
DESDOBRAMENTO;BRITUBACNOR4;27/07/2018;19/11/2018;50.0;BRITUBACNOR4;;19348
DESDOBRAMENTO;BRITUBACNPR1;27/07/2018;19/11/2018;50.0;BRITUBACNPR1;;19348
BONIFICACAO;BRITUBACNOR4;14/09/2016;17/10/2016;10.0;BRITUBACNOR4;;19348
BONIFICACAO;BRITUBACNPR1;14/09/2016;17/10/2016;10.0;BRITUBACNPR1;;19348
GRUPAMENTO;BRITUBACNOR4;25/04/2011;31/10/2011;0.01;BRITUBACNOR4;;19348
GRUPAMENTO;BRITUBACNPR1;25/04/2011;31/10/2011;0.01;BRITUBACNPR1;;19348
BONIFICACAO;BRITSAACNOR0;13/12/2021;20/12/2021;5.0;BRITSAACNOR0;;7617
BONIFICACAO;BRITSAACNPR7;13/12/2021;20/12/2021;5.0;BRITSAACNPR7;;7617
RESG TOTAL RV;BRITSAR14OR8;06/07/2012;06/07/2012;100.0;;;7617
RESG TOTAL RV;BRITSAR14PR5;06/07/2012;06/07/2012;100.0;;;7617
GRUPAMENTO;BRJFENACNOR0;28/03/2018;04/04/2018;0.1;BRJFENACNOR0;;7811
BONIFICACAO;BRJFENACNOR0;30/04/2007;30/04/2007;6.0;BRJFENACNOR0;;7811
GRUPAMENTO;BRJOPAACNOR5;31/01/1995;24/02/1995;0.01;BRJOPAACNOR5;;13285
GRUPAMENTO;BRJOPAACNPR2;31/01/1995;24/02/1995;0.01;BRJOPAACNPR2;;13285
BONIFICACAO;BRJOPAACPOR0;30/10/1990;22/01/1991;3100.0;BRJOPAACNOR5;;13285
INCORPORACAO;BRJSLGACNOR2;05/08/2020;17/09/2020;100.0;BRSIMHACNOR0;;22020
DESDOBRAMENTO;BRKEPLACNOR1;05/05/2022;05/05/2022;200.0;BRKEPLACNOR1;;7870
GRUPAMENTO;BRKEPLACNOR1;26/07/2012;27/08/2012;0.02;BRKEPLACNOR1;;7870
BONIFICACAO;BRKEPLACPPR3;06/09/1989;18/09/1989;900.0;BRKEPLACPPR3;;7870
BONIFICACAO;BRKEPLACNOR1;06/09/1989;14/09/1989;900.0;BRKEPLACNOR1;;7870
BONIFICACAO;BRKEPLACNPR8;06/09/1989;14/09/1989;900.0;BRKEPLACNPR8;;7870
DESDOBRAMENTO;BRKLBNACNOR2;20/03/2014;24/03/2014;400.0;BRKLBNACNOR2;;12653
DESDOBRAMENTO;BRKLBNACNPR9;20/03/2014;24/03/2014;400.0;BRKLBNACNPR9;;12653
DESDOBRAMENTO;BRKLBNCDAM18;20/03/2014;24/03/2014;400.0;BRKLBNCDAM18;;12653
DESDOBRAMENTO;BRLIGTACNOR2;29/04/2021;25/06/2021;9900.0;BRLIGTACNOR2;;19879
GRUPAMENTO;BRLIGTACNOR2;29/04/2021;25/06/2021;0.01;BRLIGTACNOR2;;19879
INCORPORACAO;BRLIGHACNOR7;13/01/2006;21/02/2006;100.0;BRLIGTACNOR2;;8036
BONIFICACAO;BRLIGHACNOR7;14/10/2002;05/11/2002;100.0;BRAELPACNOR2;;8036
CIS RED CAP QTD;BRLTELACNOR1;09/09/2019;04/11/2019;78.111573916;BRLTLAACNOR9;;15091
CIS RED CAP QTD;BRLTELACNOR1;09/09/2019;04/11/2019;78.215674;BRLTELACNOR1;;15091
RESG TOTAL RV;BRLTELARNPC8;05/11/2015;05/11/2015;100.0;;;15091
GRUPAMENTO;BRLTELACNOR1;04/01/2001;04/01/2001;0.1;BRLTELACNOR1;;15091
GRUPAMENTO;BRLTELACNPR8;04/01/2001;04/01/2001;0.1;BRLTELACNPR8;;15091
REST CAP ACOES;BRLTLAACNOR9;14/11/2019;22/01/2020;196.2453319;BRVALEACNOR0;;24759
BONIFICACAO;BRRENTACNOR4;12/12/2019;20/12/2019;5.0;BRRENTACNOR4;;19739
DESDOBRAMENTO;BRRENTACNOR4;22/11/2017;22/11/2017;200.0;BRRENTACNOR4;;19739
DESDOBRAMENTO;BRLWSAACNOR8;26/01/2021;29/01/2021;300.0;BRLWSAACNOR8;;24910
GRUPAMENTO;BRLOGNACNOR3;28/04/2016;01/06/2016;0.2;BRLOGNACNOR3;;20710
BONIFICACAO;BRLRENACNOR1;04/11/2021;04/11/2021;10.0;BRLRENACNOR1;;8133
DESDOBRAMENTO;BRLRENACNOR1;23/09/2015;23/09/2015;400.0;BRLRENACNOR1;;8133
GRUPAMENTO;BRLRENACNOR1;28/06/2005;29/06/2005;0.0039525692;BRLRENACNOR1;;8133
CIS RED CAP;BRLRENACNOR1;30/07/1998;13/11/1998;100.0;BRRNPTACNOR0;;8133
CIS RED CAP;BRLRENACNOR1;30/07/1998;13/11/1998;100.0;BRLRENACNOR1;;8133
CIS RED CAP;BRLRENACNPR8;30/07/1998;13/11/1998;100.0;BRRNPTACNPR7;;8133
CIS RED CAP;BRLRENACNPR8;30/07/1998;13/11/1998;100.0;BRLRENACNPR8;;8133
DESDOBRAMENTO;BRLPSBACNOR0;28/03/2013;28/03/2013;100.0;BRLPSBACNOR0;;20370
GRUPAMENTO;BRLUPAACNOR8;15/05/2015;17/06/2015;0.002;BRLUPAACNOR8;;20060
DESDOBRAMENTO;BRMSROACNOR7;24/07/2020;24/07/2020;1400.0;BRMSROACNOR7;;23612
DESDOBRAMENTO;BRMGLUACNOR2;07/10/2020;13/10/2020;300.0;BRMGLUACNOR2;;22470
GRUPAMENTO;BRMGLUACNOR2;30/09/2015;30/09/2015;0.125;BRMGLUACNOR2;;22470
DESDOBRAMENTO;BRLEVEACNOR2;10/04/2012;14/05/2012;29900.0;BRLEVEACNOR2;;8575
GRUPAMENTO;BRLEVEACNOR2;10/04/2012;14/05/2012;0.01;BRLEVEACNOR2;;8575
BONIFICACAO;BRLEVEACNOR2;28/04/1992;28/04/1992;20.0;BRLEVEACNOR2;;8575
BONIFICACAO;BRLEVEACNOR2;28/04/1992;28/04/1992;1080.0;BRLEVEACNOR2;;8575
BONIFICACAO;BRLEVEACNPR9;28/04/1992;28/04/1992;20.0;BRLEVEACNPR9;;8575
BONIFICACAO;BRLEVEACNPR9;28/04/1992;28/04/1992;1080.0;BRLEVEACNPR9;;8575
GRUPAMENTO;BRMGELACNOR6;29/04/2016;31/05/2016;0.33333333334;BRMGELACNOR6;;8397
GRUPAMENTO;BRMGELACNPR3;29/04/2016;31/05/2016;0.33333333334;BRMGELACNPR3;;8397
DESDOBRAMENTO;BRMGELACNOR6;30/04/2008;30/04/2008;100.0;BRMGELACNOR6;;8397
DESDOBRAMENTO;BRMGELACNPR3;30/04/2008;30/04/2008;100.0;BRMGELACNPR3;;8397
BONIFICACAO;BRMGELACNOR6;29/04/1994;29/04/1994;1900.0;BRMGELACNOR6;;8397
BONIFICACAO;BRMGELACNPR3;29/04/1994;29/04/1994;1900.0;BRMGELACNPR3;;8397
GRUPAMENTO;BRESTRACNOR3;27/04/2017;31/05/2017;0.05;BRESTRACNOR3;;8427
GRUPAMENTO;BRESTRACNPR0;27/04/2017;31/05/2017;0.05;BRESTRACNPR0;;8427
BONIFICACAO;BRESTRACNOR3;30/04/1992;30/04/1992;1100.0;BRESTRACNOR3;;8427
BONIFICACAO;BRESTRACNPR0;30/04/1992;30/04/1992;1100.0;BRESTRACNPR0;;8427
BONIFICACAO;BRPOMOACNOR0;05/08/2013;05/08/2013;100.0;BRPOMOACNOR0;;8451
BONIFICACAO;BRPOMOACNPR7;05/08/2013;05/08/2013;100.0;BRPOMOACNPR7;;8451
GRUPAMENTO;BRPOMOACNOR0;28/04/1998;08/05/1998;0.1;BRPOMOACNOR0;;8451
GRUPAMENTO;BRPOMOACNPR7;28/04/1998;08/05/1998;0.1;BRPOMOACNPR7;;8451
BONIFICACAO;BRAMARACNOR4;21/08/2015;25/08/2015;10.0;BRAMARACNOR4;;22055
DESDOBRAMENTO;BRCASHACNOR8;03/09/2021;09/09/2021;500.0;BRCASHACNOR8;;25232
GRUPAMENTO;BRMERCACNOR2;30/11/2007;24/01/2008;0.1;BRMERCACNOR2;;8540
GRUPAMENTO;BRMERCACNPR9;30/11/2007;24/01/2008;0.1;BRMERCACNPR9;;8540
BONIFICACAO;BRMERCACNOR2;02/07/1987;14/07/1987;99900.0;BRMERCACNOR2;;8540
BONIFICACAO;BRMERCACNPR9;02/07/1987;14/07/1987;99900.0;BRMERCACNPR9;;8540
RESG TOTAL RV;BRFRIOR02OR5;20/09/2017;21/09/2017;100.0;;;20613
GRUPAMENTO;BRFRIOACNOR2;17/04/2017;18/05/2017;0.06666666667;BRFRIOACNOR2;;20613
GRUPAMENTO;BRMTIGACNOR0;27/04/2016;27/04/2016;0.03333333334;BRMTIGACNOR0;;8605
GRUPAMENTO;BRMTIGACNPR7;27/04/2016;27/04/2016;0.03333333334;BRMTIGACNPR7;;8605
BONIFICACAO;BRMTIGACPOR5;27/02/1987;10/06/1988;99900.0;BRMTIGACPOR5;;8605
BONIFICACAO;BRMTIGACPPR2;27/02/1987;10/06/1988;99900.0;BRMTIGACPPR2;;8605
BONIFICACAO;BRGOAUACNOR1;30/05/2008;12/06/2008;100.0;BRGOAUACNOR1;;8656
BONIFICACAO;BRGOAUACNPR8;30/05/2008;12/06/2008;100.0;BRGOAUACNPR8;;8656
DESDOBRAMENTO;BRGOAUACNOR1;30/04/2004;30/04/2004;70.0;BRGOAUACNOR1;;8656
DESDOBRAMENTO;BRGOAUACNPR8;30/04/2004;30/04/2004;70.0;BRGOAUACNPR8;;8656
GRUPAMENTO;BRGOAUACNOR1;30/04/2003;30/04/2003;0.001;BRGOAUACNOR1;;8656
GRUPAMENTO;BRGOAUACNPR8;30/04/2003;30/04/2003;0.001;BRGOAUACNPR8;;8656
DESDOBRAMENTO;BRRSULACNOR6;26/08/2021;31/08/2021;900.0;BRRSULACNOR6;;13439
DESDOBRAMENTO;BRRSULACNPR3;26/08/2021;31/08/2021;900.0;BRRSULACNPR3;;13439
GRUPAMENTO;BRRSULACNOR6;28/04/2006;05/06/2006;0.001;BRRSULACNOR6;;13439
GRUPAMENTO;BRRSULACNPR3;28/04/2006;05/06/2006;0.001;BRRSULACNPR3;;13439
GRUPAMENTO;BRMTSAACNOR2;17/04/2007;17/04/2007;0.01;BRMTSAACNOR2;;8753
GRUPAMENTO;BRMTSAACNPR9;17/04/2007;17/04/2007;0.01;BRMTSAACNPR9;;8753
BONIFICACAO;BRMTSAACPOR7;27/10/1989;30/10/1989;900.0;BRMTSAACPOR7;;8753
BONIFICACAO;BRMTSAACPPR4;27/10/1989;30/10/1989;900.0;BRMTSAACPPR4;;8753
GRUPAMENTO;BRMMAQACNOR1;14/01/1988;14/01/1988;0.001;BRMMAQACNOR1;;8818
GRUPAMENTO;BRMMAQACNPR8;14/01/1988;14/01/1988;0.001;BRMMAQACNPR8;;8818
BONIFICACAO;BRMMAQACNOR1;01/12/1978;01/12/1978;50.0;BRMMAQACNOR1;;8818
BONIFICACAO;BRMMAQACNPR8;01/12/1978;01/12/1978;50.0;BRMMAQACNPR8;;8818
BONIFICACAO;BRBEEFR02OR9;22/10/2009;22/10/2009;100.0;BRBEEFN01OR0;;20931
GRUPAMENTO;BRMNPRACNOR5;03/06/2016;03/06/2016;0.01;BRMNPRACNOR5;;13765
DESDOBRAMENTO;BRMNPRACNOR5;05/04/2010;06/04/2010;200.0;BRMNPRACNOR5;;13765
BONIFICACAO;BRMNPRA0NOR6;20/01/1995;20/01/1995;100.0;BRMNPRA0NOR6;;13765
BONIFICACAO;BRMNPRA0NPR3;20/01/1995;20/01/1995;100.0;BRMNPRA0NPR3;;13765
BONIFICACAO;BRMNPRACNOR5;20/01/1995;20/01/1995;100.0;BRMNPRA0NOR6;;13765
BONIFICACAO;BRMNPRACNPR2;20/01/1995;20/01/1995;100.0;BRMNPRA0NPR3;;13765
GRUPAMENTO;BRMMXMACNOR2;29/04/2016;29/04/2016;0.04;BRMMXMACNOR2;;17914
CIS RED CAP;BRMMXMACNOR2;19/06/2008;25/07/2008;100.0;BRLLXLACNOR8;;17914
CIS RED CAP;BRMMXMACNOR2;19/06/2008;25/07/2008;100.0;BRIRONACNOR6;;17914
CIS RED CAP;BRMMXMACNOR2;19/06/2008;25/07/2008;100.0;BRMMXMACNOR2;;17914
DESDOBRAMENTO;BRMMXMACNOR2;07/04/2008;07/04/2008;1900.0;BRMMXMACNOR2;;17914
REST CAP ACOES;BRMOARACNOR5;30/11/2021;17/12/2021;155.8938921;BRKLBNCDAM18;;8893
GRUPAMENTO;BRMOARACNOR5;30/06/2005;30/06/2005;0.001;BRMOARACNOR5;;8893
BONIFICACAO;BRMOARACNOR5;08/11/1995;28/11/1995;0.44970425;BRKLABACNPR6;;8893
CIS RED CAP;BRMRVEACNOR2;12/12/2018;20/12/2018;7.215075382;BRLOGGACNOR7;;20915
CIS RED CAP;BRMRVEACNOR2;12/12/2018;20/12/2018;100.0;BRMRVEACNOR2;;20915
DESDOBRAMENTO;BRMRVEACNOR2;17/12/2009;17/12/2009;200.0;BRMRVEACNOR2;;20915
DESDOBRAMENTO;BRMULTACNOR5;20/07/2018;20/07/2018;200.0;BRMULTACNOR5;;20982
GRUPAMENTO;BRMNDLACNOR4;22/03/2013;03/05/2013;0.00833333334;BRMNDLACNOR4;;5312
DESDOBRAMENTO;BRMNDLACNOR4;27/05/2011;27/05/2011;500.0;BRMNDLACNOR4;;5312
DESDOBRAMENTO;BRMNDLACNPR1;27/05/2011;27/05/2011;500.0;BRMNDLACNPR1;;5312
INCORPORACAO;BRNATUACNOR6;16/12/2019;17/12/2019;100.0;BRNTCOACNOR5;;19550
BONIFICACAO;BRNATUACNOR6;17/09/2019;17/09/2019;100.0;BRNATUACNOR6;;19550
DESDOBRAMENTO;BRNATUACNOR6;29/03/2006;30/03/2006;400.0;BRNATUACNOR6;;19550
GRUPAMENTO;BRNEOEACNOR3;26/10/2017;03/11/2017;0.13324875691;BRNEOEACNOR3;;15539
GRUPAMENTO;BRNUTRACNOR0;20/08/2015;20/08/2015;0.01;BRNUTRACNOR0;;21334
DESDOBRAMENTO;BRODPVACNOR4;04/04/2022;04/04/2022;10.0;BRODPVACNOR4;;20125
GRUPAMENTO;BROIBRACNOR1;18/11/2014;19/12/2014;0.1;BROIBRACNOR1;;11312
GRUPAMENTO;BROIBRACNPR8;18/11/2014;19/12/2014;0.1;BROIBRACNPR8;;11312
BONIFICACAO;BROIBRACNOR1;21/03/2013;21/03/2013;100.0;BROIBRARNPB0;;11312
BONIFICACAO;BROIBRACNPR8;21/03/2013;21/03/2013;100.0;BROIBRARNPC8;;11312
RESG TOTAL RV;BROIBRARNPB0;21/03/2013;21/03/2013;100.0;;;11312
RESG TOTAL RV;BROIBRARNPC8;21/03/2013;21/03/2013;100.0;;;11312
GRUPAMENTO;BROSXBACNOR8;09/05/2016;09/05/2016;0.01;BROSXBACNOR8;;21342
DESDOBRAMENTO;BROSXBACNOR8;31/10/2011;31/10/2011;2400.0;BROSXBACNOR8;;21342
BONIFICACAO;BRPATIACNOR6;03/08/2021;03/08/2021;30.9943639137;BRPATIACNOR6;;94
BONIFICACAO;BRPATIACNPR3;03/08/2021;03/08/2021;30.9943639137;BRPATIACNPR3;;94
RESG TOTAL RV;BRPATIR12OR8;01/10/2014;01/10/2014;100.0;;;94
GRUPAMENTO;BRPATIACNOR6;28/06/2005;30/09/2005;0.025;BRPATIACNOR6;;94
GRUPAMENTO;BRPATIACNPR3;28/06/2005;30/09/2005;0.025;BRPATIACNPR3;;94
GRUPAMENTO;BRPMAMACNOR3;29/03/2019;30/04/2019;0.05882352942;BRPMAMACNOR3;;9393
CIS RED CAP;BRPMAMACNOR3;21/09/1999;21/09/1999;7e-09;BRCPMAACNOR4;;9393
CIS RED CAP;BRPMAMACNOR3;21/09/1999;21/09/1999;100.0;BRPMAMACNOR3;;9393
CIS RED CAP;BRPMAMACNPR0;21/09/1999;21/09/1999;7e-09;BRCPMAACNOR4;;9393
CIS RED CAP;BRPMAMACNPR0;21/09/1999;21/09/1999;100.0;BRPMAMACNPR0;;9393
BONIFICACAO;BRPMAMACPOR8;18/05/1989;09/06/1989;200.0;BRPMAMACPOR8;;9393
BONIFICACAO;BRPMAMACPOR8;18/05/1989;09/06/1989;150.0;BRPMAMACPPR5;;9393
BONIFICACAO;BRPMAMACPPR5;18/05/1989;09/06/1989;350.0;BRPMAMACPPR5;;9393
BONIFICACAO;BRPMAMACNOR3;18/05/1989;24/05/1989;200.0;BRPMAMACNOR3;;9393
BONIFICACAO;BRPMAMACNOR3;18/05/1989;24/05/1989;150.0;BRPMAMACNPR0;;9393
BONIFICACAO;BRPMAMACNPR0;18/05/1989;24/05/1989;350.0;BRPMAMACNPR0;;9393
BONIFICACAO;BRPTBLACNOR8;07/04/1997;07/04/1997;500.0;BRPTBLACNOR8;;13773
BONIFICACAO;BRPTBLACNPR5;07/04/1997;07/04/1997;500.0;BRPTBLACNPR5;;13773
GRUPAMENTO;BRPTBLACNOR8;26/04/1994;28/06/1994;0.001;BRPTBLACNOR8;;13773
GRUPAMENTO;BRPTBLACNPR5;26/04/1994;28/06/1994;0.001;BRPTBLACNPR5;;13773
GRUPAMENTO;BRPDGRACNOR8;12/12/2018;11/01/2019;0.1;BRPDGRACNOR8;;20478
DESDOBRAMENTO;BRPDGRACNOR8;04/11/2010;04/11/2010;100.0;BRPDGRACNOR8;;20478
DESDOBRAMENTO;BRPRIOACNOR1;03/05/2021;05/05/2021;400.0;BRPRIOACNOR1;;22187
GRUPAMENTO;BRPRIOACNOR1;29/04/2016;10/06/2016;0.2;BRPRIOACNOR1;;22187
DESDOBRAMENTO;BRPETRACNOR9;25/04/2008;25/04/2008;100.0;BRPETRACNOR9;;9512
DESDOBRAMENTO;BRPETRACNPR6;25/04/2008;25/04/2008;100.0;BRPETRACNPR6;;9512
GRUPAMENTO;BRPETRACNOR9;23/05/2000;21/06/2000;0.01;BRPETRACNOR9;;9512
GRUPAMENTO;BRPETRACNPR6;23/05/2000;21/06/2000;0.01;BRPETRACNPR6;;9512
BONIFICACAO;BRPETRACNOR9;25/03/1994;25/03/1994;33.333333333;BRPETRACNOR9;;9512
BONIFICACAO;BRPETRACNPR6;25/03/1994;25/03/1994;33.333333333;BRPETRACNPR6;;9512
DESDOBRAMENTO;BRPTNTACNOR6;13/01/2011;13/01/2011;300.0;BRPTNTACNOR6;;9539
DESDOBRAMENTO;BRPTNTACNPR3;13/01/2011;13/01/2011;300.0;BRPTNTACNPR3;;9539
GRUPAMENTO;BRPTNTACNOR6;23/07/2007;23/07/2007;0.01;BRPTNTACNOR6;;9539
GRUPAMENTO;BRPTNTACNPR3;23/07/2007;23/07/2007;0.01;BRPTNTACNPR3;;9539
BONIFICACAO;BRPTNTACPPR8;31/08/1989;05/09/1989;1900.0;BRPTNTACPPR8;;9539
BONIFICACAO;BRPTNTACNOR6;31/08/1989;31/08/1989;1900.0;BRPTNTACNOR6;;9539
BONIFICACAO;BRPTNTACNPR3;31/08/1989;31/08/1989;1900.0;BRPTNTACNPR3;;9539
GRUPAMENTO;BRPLASACNOR2;15/09/2015;15/09/2015;0.02;BRPLASACNOR2;;13471
BONIFICACAO;BRPPARACNOR5;26/09/2007;26/11/2007;175.11;BRSZPQACNOR8;;13447
BONIFICACAO;BRPPARACNOR5;26/09/2007;26/11/2007;853.112;BRSZPQACNPR5;;13447
GRUPAMENTO;BRPPARACNOR5;26/04/2007;30/05/2007;0.001;BRPPARACNOR5;;13447
GRUPAMENTO;BRFRTAACNOR8;02/05/2019;02/07/2019;0.16666666667;BRFRTAACNOR8;;19658
BONIFICACAO;BRPSSAACNOR7;20/10/2021;20/10/2021;100.0;BRPSSAACNOR7;;16659
DESDOBRAMENTO;BRPSSAACNOR7;28/03/2008;28/03/2008;200.0;BRPSSAACNOR7;;16659
GRUPAMENTO;BRPPLABDR002;14/02/2020;17/03/2020;0.03333333334;BRPPLABDR002;;80152
GRUPAMENTO;BRPPLABDR010;14/02/2020;17/03/2020;0.03333333334;BRPPLABDR010;;80152
GRUPAMENTO;BRPPLAUNT007;14/02/2020;17/03/2020;0.03333333334;BRPPLAUNT007;;80152
GRUPAMENTO;BRPRNRACNOR4;12/12/2019;27/01/2020;0.16666666667;BRPRNRACNOR4;;24236
DESDOBRAMENTO;BRRADLACNOR0;15/09/2020;18/09/2020;400.0;BRRADLACNOR0;;5258
BONIFICACAO;BRRAPTACNOR7;14/04/2014;14/04/2014;25.0;BRRAPTACNOR7;;14109
BONIFICACAO;BRRAPTACNPR4;14/04/2014;14/04/2014;25.0;BRRAPTACNPR4;;14109
GRUPAMENTO;BRRAPTACNOR7;30/04/2004;30/04/2004;0.001;BRRAPTACNOR7;;14109
GRUPAMENTO;BRRAPTACNPR4;30/04/2004;30/04/2004;0.001;BRRAPTACNPR4;;14109
GRUPAMENTO;BRRCSLACNOR4;24/01/2018;24/01/2018;0.33333333334;BRRCSLACNOR4;;12572
GRUPAMENTO;BRRCSLACNPR1;24/01/2018;24/01/2018;0.33333333334;BRRCSLACNPR1;;12572
DESDOBRAMENTO;BRRCSLACNOR4;30/04/2010;30/04/2010;300.0;BRRCSLACNOR4;;12572
DESDOBRAMENTO;BRRCSLACNPR1;30/04/2010;30/04/2010;300.0;BRRCSLACNPR1;;12572
BONIFICACAO;BRRCSLACNOR4;03/04/1992;03/04/1992;900.0;BRRCSLACNOR4;;12572
BONIFICACAO;BRRCSLACNPR1;03/04/1992;03/04/1992;900.0;BRRCSLACNPR1;;12572
DESDOBRAMENTO;BRREDEACNOR7;25/07/2006;25/07/2006;400.0;BRREDEACNOR7;;3190
DESDOBRAMENTO;BRREDEACNPR4;25/07/2006;25/07/2006;400.0;BRREDEACNPR4;;3190
GRUPAMENTO;BRRPMGACNOR9;27/04/2016;27/04/2016;0.05;BRRPMGACNOR9;;9989
CIS RED CAP;BRRPMGACNOR9;30/10/1997;30/10/1997;100.0;BRGPCPACNOR4;;9989
CIS RED CAP;BRRPMGACNOR9;30/10/1997;30/10/1997;100.0;BRRPMGACNOR9;;9989
CIS RED CAP;BRRPMGACNPR6;30/10/1997;30/10/1997;100.0;BRGPCPACNOR4;;9989
CIS RED CAP;BRRPMGACNPR6;30/10/1997;30/10/1997;100.0;BRRPMGACNPR6;;9989
BONIFICACAO;BRRPMGACPPR1;21/05/1987;29/05/1987;900.0;BRRPMGACPPR1;;9989
GRUPAMENTO;BRRNEWACNOR8;21/11/2018;21/11/2018;0.1;BRRNEWACNOR8;;21636
GRUPAMENTO;BRRNEWACNPR5;21/11/2018;21/11/2018;0.1;BRRNEWACNPR5;;21636
GRUPAMENTO;BRRNEWCDAM15;21/11/2018;21/11/2018;0.1;BRRNEWCDAM15;;21636
GRUPAMENTO;BRLLISACNOR4;28/04/2017;02/06/2017;0.14285714286;BRLLISACNOR4;;21440
DESDOBRAMENTO;BRLLISACNOR4;14/05/2012;15/05/2012;200.0;BRLLISACNOR4;;21440
GRUPAMENTO;BRAESLACNOR6;26/04/2004;29/04/2004;0.00025;BRAESLACNOR6;;16527
GRUPAMENTO;BRAESLACNPR3;26/04/2004;29/04/2004;0.00025;BRAESLACNPR3;;16527
BONIFICACAO;BRROMIACNOR8;23/10/2020;28/10/2020;16.666667462;BRROMIACNOR8;;7510
DESDOBRAMENTO;BRROMIACNOR8;15/02/2007;22/03/2007;900.0;BRROMIACNOR8;;7510
DESDOBRAMENTO;BRROMIACNPR5;15/02/2007;22/03/2007;900.0;BRROMIACNPR5;;7510
GRUPAMENTO;BRROMIACNOR8;29/03/2005;06/05/2005;0.002;BRROMIACNOR8;;7510
GRUPAMENTO;BRROMIACNPR5;29/03/2005;06/05/2005;0.002;BRROMIACNPR5;;7510
GRUPAMENTO;BRRSIDACNOR8;18/01/2016;18/01/2016;0.2;BRRSIDACNOR8;;16306
DESDOBRAMENTO;BRRSIDACNOR8;12/03/2008;12/03/2008;100.0;BRRSIDACNOR8;;16306
INCORPORACAO;BRFRRNACNOR5;16/06/1998;07/12/1998;100.0;BRFRPSACNOR8;;15300
DESDOBRAMENTO;BRSNSYACNOR2;27/07/2020;27/07/2020;3900.0;BRSNSYACNOR2;;12696
DESDOBRAMENTO;BRSNSYACNPA5;27/07/2020;27/07/2020;3900.0;BRSNSYACNPA5;;12696
DESDOBRAMENTO;BRSNSYACNPB3;27/07/2020;27/07/2020;3900.0;BRSNSYACNPB3;;12696
GRUPAMENTO;BRSNSYACNOR2;28/03/2016;28/03/2016;0.01;BRSNSYACNOR2;;12696
GRUPAMENTO;BRSNSYACNPA5;28/03/2016;28/03/2016;0.01;BRSNSYACNPA5;;12696
GRUPAMENTO;BRSNSYACNPB3;28/03/2016;28/03/2016;0.01;BRSNSYACNPB3;;12696
BONIFICACAO;BRSNSYACNOR2;30/01/1990;06/02/1990;1900.0;BRSNSYACNOR2;;12696
BONIFICACAO;BRSNSYACNPB3;30/01/1990;06/02/1990;1900.0;BRSNSYACNPB3;;12696
